t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
5001,0.001,6.235,25.782,34.274,0.003,22.198,6.449,26.253,1905.596,376.887,1530.764,1186.479,58.61,80.298,78.759,4639.892,9.385,164.754,0.0,1.774,2.426,27.869,0.256,10.633,6.049,32.832,1900.573,312.107,1547.432,1194.847,69.512,56.31,79.179,4629.234,12.183,159.918,3.244,1.066,0.146,23.44,3.699,0.617,5.58,33.599,1896.822,278.861,1557.33,1201.75,79.963,31.884,79.658,4633.966,16.268,153.659
5002,0.0,5.168,23.116,34.006,0.003,22.238,6.51,25.79,1907.189,382.997,1536.15,1189.421,59.18,81.777,78.822,4656.043,9.587,164.646,0.0,1.65,2.076,27.558,0.244,10.205,6.134,32.135,1902.692,320.606,1552.966,1197.963,70.815,55.73,79.245,4648.839,12.894,159.143,3.34,1.054,0.118,22.851,3.884,0.401,5.641,32.765,1898.945,287.124,1563.985,1205.258,81.224,29.921,79.759,4653.592,17.543,152.09
5003,0.0,4.898,21.928,28.229,0.003,22.407,6.561,25.501,1908.876,387.337,1541.729,1192.459,59.485,81.297,78.913,4669.08,9.704,164.51,0.0,1.614,1.86,25.177,0.28,9.844,6.172,31.83,1904.319,323.941,1559.005,1201.283,71.824,53.502,79.341,4662.899,13.398,158.546,3.357,1.048,0.109,21.383,4.058,0.395,5.659,32.354,1900.565,290.224,1570.199,1208.445,81.982,27.821,79.863,4666.705,18.293,151.169
5004,0.0,3.764,18.498,23.332,0.003,22.85,6.691,25.333,1910.169,389.893,1547.245,1195.21,59.562,80.776,79.001,4679.454,9.581,164.666,0.0,1.504,1.55,20.85,0.293,9.635,6.236,31.658,1905.881,326.344,1564.725,1204.228,72.608,51.27,79.432,4674.883,13.641,158.241,3.436,1.032,0.09,17.494,4.232,0.342,5.681,32.12,1902.048,291.748,1576.619,1211.442,82.687,25.209,79.974,4678.051,18.884,150.386
5005,0.0,2.405,9.232,19.901,0.003,22.748,6.655,25.271,1907.321,363.881,1551.166,1197.181,59.511,78.942,79.079,4661.921,9.209,165.042,0.0,1.296,0.948,17.232,0.341,8.71,6.251,31.792,1905.851,316.354,1569.341,1206.853,73.964,46.135,79.522,4675.044,14.028,157.633,3.647,0.992,0.056,13.395,4.758,0.245,5.636,32.132,1902.4,284.125,1583.025,1214.132,83.446,19.832,80.121,4679.653,19.911,148.867
5006,0.0,2.522,7.881,19.776,0.004,18.944,6.458,25.283,1904.083,336.925,1557.054,1199.219,63.863,64.809,79.205,4651.13,11.037,162.243,0.0,1.213,0.754,14.489,0.5,6.7,6.147,31.705,1903.703,295.66,1574.449,1208.742,76.569,36.296,79.643,4665.97,15.764,155.038,3.692,0.963,0.054,10.506,4.527,0.28,5.616,32.139,1901.318,269.889,1586.279,1214.516,83.841,15.966,80.172,4670.084,20.577,147.847
5007,0.001,1.934,5.822,19.304,0.003,18.132,6.289,25.224,1901.161,313.048,1560.064,1198.952,65.125,58.77,79.258,4633.612,11.546,161.347,0.0,1.145,0.692,13.729,0.416,6.174,6.027,31.62,1901.724,277.601,1577.436,1208.253,77.721,30.476,79.694,4652.827,16.978,153.185,3.959,0.925,0.042,9.075,4.7,0.251,5.479,31.97,1899.305,252.149,1590.151,1213.485,84.582,10.832,80.264,4656.399,22.216,145.384
5008,0.0,1.73,4.967,16.979,0.004,17.067,6.224,25.203,1897.709,285.178,1562.21,1196.731,66.476,52.916,79.334,4610.577,12.302,160.196,0.0,1.049,0.554,11.992,0.543,5.474,5.885,31.71,1898.95,254.016,1580.075,1206.05,78.936,25.22,79.779,4633.677,18.095,151.448,4.116,0.872,0.036,7.601,4.992,0.313,5.305,32.004,1896.782,230.851,1592.562,1210.206,85.105,7.974,80.357,4637.144,23.39,143.545
5009,0.0,1.961,5.943,16.287,0.003,18.073,6.169,25.224,1897.019,273.524,1562.747,1192.77,65.614,53.694,79.39,4595.909,12.062,160.373,0.0,1.027,0.571,10.536,0.5,5.425,5.804,31.965,1896.824,234.745,1581.369,1202.134,79.375,23.045,79.84,4614.991,18.838,150.258,4.368,0.824,0.031,5.823,5.373,0.356,5.154,32.125,1894.05,209.292,1594.371,1205.548,85.617,5.866,80.461,4616.131,24.697,141.523
5010,0.0,1.513,4.299,18.651,0.002,22.165,6.159,25.319,1896.781,260.528,1559.069,1187.022,61.27,63.599,79.382,4570.391,9.353,164.069,0.0,1.003,0.615,10.128,0.332,6.339,5.718,32.814,1896.021,218.861,1580.346,1197.172,78.492,25.129,79.856,4595.633,18.035,151.192,4.79,0.768,0.022,3.672,6.664,0.384,4.879,32.584,1891.598,186.547,1597.3,1199.96,86.192,3.965,80.648,4594.693,26.427,138.759
5011,0.0,1.601,4.715,19.877,0.002,25.492,6.048,25.52,1896.378,245.625,1555.046,1180.515,57.914,71.451,79.379,4543.702,8.002,165.819,0.0,0.932,0.511,9.998,0.441,6.881,5.61,33.804,1894.894,200.391,1578.945,1191.603,77.945,26.978,79.881,4574.15,17.147,152.204,5.003,0.717,0.019,2.503,7.588,0.464,4.665,33.339,1889.548,165.654,1597.615,1193.655,86.456,3.968,80.722,4572.401,27.092,137.48
5012,0.0,1.761,6.301,19.157,0.002,26.516,5.825,25.861,1896.709,238.956,1554.46,1174.923,57.094,73.971,79.424,4532.049,8.152,165.424,0.0,0.88,0.452,9.572,0.603,6.915,5.483,34.379,1893.7,186.53,1577.946,1186.305,78.062,27.542,79.92,4557.739,17.029,152.12,4.933,0.688,0.02,2.635,7.225,0.441,4.626,34.138,1888.496,153.451,1593.844,1188.677,86.471,4.996,80.661,4555.33,26.221,138.486
5013,0.0,1.94,7.546,20.066,0.002,27.625,5.795,26.216,1897.491,236.246,1553.219,1170.397,56.575,76.108,79.446,4524.998,7.933,165.605,0.0,0.889,0.5,9.645,0.545,7.346,5.393,34.739,1893.378,180.061,1575.39,1181.675,77.797,28.897,79.927,4546.167,16.532,152.642,4.91,0.673,0.022,2.791,6.825,0.416,4.578,34.691,1887.988,146.7,1589.613,1184.665,86.523,5.526,80.633,4543.089,25.411,139.456
5014,0.0,2.153,10.109,25.033,0.002,29.774,5.821,26.491,1899.822,242.167,1550.113,1166.272,54.7,81.508,79.448,4521.97,7.287,166.354,0.0,0.914,0.578,11.076,0.488,8.277,5.368,35.103,1893.793,177.558,1571.887,1177.539,77.018,31.509,79.927,4537.028,15.53,153.892,4.87,0.662,0.024,3.183,6.824,0.434,4.514,35.102,1887.81,142.158,1585.716,1180.998,86.664,5.968,80.653,4533.581,24.739,140.228
5015,0.0,1.955,9.965,28.588,0.002,32.941,5.829,26.715,1902.234,249.992,1545.665,1162.374,51.785,89.431,79.461,4517.778,6.383,167.552,0.0,0.915,0.583,13.332,0.457,9.242,5.335,35.643,1894.979,178.638,1568.009,1174.026,76.066,34.806,79.952,4531.322,14.354,155.39,4.82,0.652,0.022,4.084,7.349,0.418,4.399,35.546,1888.074,139.498,1582.328,1177.897,86.859,6.193,80.76,4526.787,24.279,140.674
5016,0.0,2.701,13.56,31.826,0.002,33.147,5.79,26.968,1903.383,250.176,1543.225,1159.637,52.384,89.049,79.573,4515.859,6.664,167.204,0.0,0.938,0.593,15.268,0.659,9.561,5.294,36.032,1895.95,180.033,1565.343,1171.446,76.107,35.946,80.072,4529.377,13.925,155.896,4.557,0.661,0.027,5.99,7.34,0.482,4.38,36.042,1889.372,142.281,1577.931,1175.615,86.826,7.958,80.849,4525.345,22.88,142.547
5017,0.0,2.371,13.769,34.459,0.001,35.743,5.937,27.646,1904.748,252.62,1537.132,1156.733,50.059,96.795,79.354,4507.986,5.673,168.621,0.0,1.017,1.857,19.745,0.04,15.156,5.406,35.767,1897.278,186.743,1554.258,1165.865,70.463,49.868,79.774,4511.281,11.374,159.467,0.19,0.702,0.12,11.894,1.515,1.039,5.027,38.909,1890.287,151.933,1568.099,1172.382,86.451,12.4,80.09,4522.704,21.625,144.225
5018,0.0,3.117,17.636,35.145,0.002,36.947,6.192,28.216,1907.053,267.799,1526.76,1153.125,48.376,104.581,78.851,4507.553,5.144,169.404,0.0,1.048,3.178,24.008,0.003,22.222,5.652,34.723,1898.494,198.21,1537.397,1159.856,62.934,70.672,79.217,4489.261,7.86,164.37,0.134,0.959,0.44,17.59,0.139,5.732,5.373,38.099,1891.636,165.506,1549.968,1166.728,80.602,32.001,79.414,4507.353,15.177,153.274
5019,0.0,3.216,23.353,37.343,0.002,39.905,6.369,27.862,1911.01,295.477,1511.36,1148.213,43.334,122.076,78.235,4507.296,3.753,171.438,0.0,1.112,4.079,28.105,0.002,28.644,5.911,33.409,1900.958,218.452,1519.85,1154.278,55.472,94.101,78.573,4476.182,4.743,168.815,0.118,1.067,0.562,22.842,0.1,12.076,5.676,36.19,1893.776,184.425,1530.532,1160.801,72.556,57.58,78.724,4492.078,7.908,163.565
5020,0.0,6.041,32.395,39.822,0.003,39.729,6.4,26.971,1914.838,325.921,1495.138,1143.042,39.576,137.51,77.545,4510.464,3.377,172.03,0.0,1.376,7.083,32.52,0.002,34.499,6.111,31.756,1904.51,247.554,1502.817,1148.758,47.835,119.063,77.871,4470.705,3.434,170.777,0.102,1.262,0.889,28.431,0.07,22.255,5.948,33.991,1898.043,214.06,1511.357,1153.846,60.886,91.168,77.996,4477.443,4.423,168.701
5021,0.0,5.612,36.978,44.857,0.003,41.391,6.584,25.756,1917.748,352.384,1478.409,1136.348,31.397,163.11,76.789,4500.012,3.016,172.726,0.0,1.461,9.693,37.629,0.001,41.568,6.29,29.779,1908.872,281.164,1485.713,1141.745,36.903,151.272,77.108,4461.375,2.669,172.11,0.092,1.44,1.205,33.972,0.054,32.498,6.145,31.64,1903.069,250.095,1494.044,1146.144,47.698,128.33,77.218,4465.608,3.018,170.986
5022,0.0,7.121,42.445,46.304,0.003,42.432,6.634,24.619,1921.575,382.154,1462.317,1128.846,21.836,191.498,76.008,4489.635,2.82,173.135,0.0,1.664,12.988,42.202,0.001,46.807,6.438,28.012,1912.911,312.428,1469.567,1134.094,25.808,183.391,76.321,4449.547,2.316,172.848,0.083,1.626,1.702,39.389,0.042,40.654,6.321,29.58,1907.546,283.047,1477.845,1138.008,34.632,164.862,76.424,4451.309,2.437,172.099
5023,0.0,6.437,44.062,45.188,0.003,37.336,6.661,23.831,1924.93,393.596,1461.373,1131.397,24.601,198.4,75.848,4515.192,3.29,172.752,0.0,1.926,6.15,40.211,0.119,34.461,6.486,28.625,1917.086,326.205,1477.259,1139.308,32.546,182.907,76.255,4495.994,3.024,172.096,2.92,1.197,0.281,35.699,3.497,19.803,6.199,28.917,1911.859,289.433,1489.497,1149.524,49.317,150.364,76.785,4518.966,3.713,170.545
5024,0.0,5.637,41.479,42.892,0.002,33.751,6.778,23.865,1930.493,412.217,1466.309,1138.482,31.149,198.909,75.948,4565.431,4.072,171.707,0.0,1.783,3.739,37.701,0.156,22.244,6.556,29.608,1920.901,331.321,1485.429,1147.845,43.559,173.559,76.383,4547.232,4.817,169.726,3.051,1.09,0.165,32.438,4.599,3.401,6.15,29.69,1914.864,289.326,1499.221,1159.861,63.449,134.246,77.018,4573.999,7.4,165.478
5025,0.0,5.535,35.53,40.407,0.003,28.622,6.828,24.235,1934.144,421.538,1475.079,1147.976,39.563,188.839,76.139,4611.952,6.081,168.745,0.0,1.835,3.061,34.651,0.228,14.552,6.554,30.443,1925.093,340.368,1494.697,1157.813,52.725,160.503,76.577,4594.992,8.308,164.807,3.136,1.129,0.168,29.812,4.538,0.44,6.067,30.592,1919.208,297.968,1507.01,1168.393,67.354,125.68,77.15,4603.938,12.689,158.109
5026,0.001,4.357,23.521,36.486,0.003,23.56,6.864,24.572,1933.134,405.872,1485.344,1157.442,45.674,174.49,76.292,4627.513,8.11,165.757,0.0,1.7,2.235,32.094,0.251,11.102,6.546,30.555,1927.835,344.813,1502.83,1166.785,57.543,148.134,76.711,4622.953,10.983,161.045,3.152,1.136,0.147,27.916,3.976,0.3,6.078,30.96,1923.457,309.981,1514.358,1176.074,68.826,118.821,77.22,4629.345,15.393,154.385
5027,0.001,4.364,17.105,35.645,0.003,21.409,6.866,24.658,1933.1,396.358,1492.956,1165.578,48.882,161.299,76.382,4636.502,9.535,163.781,0.0,1.604,1.723,29.913,0.261,9.163,6.528,30.48,1928.895,340.367,1509.396,1174.918,60.63,134.61,76.796,4634.736,13.055,158.135,3.25,1.124,0.121,25.55,3.861,0.202,6.046,30.924,1925.195,308.962,1521.096,1183.943,70.116,107.206,77.298,4639.396,17.629,151.249
5028,0.0,4.137,16.638,32.213,0.003,20.165,6.8,24.642,1934.523,394.044,1499.698,1173.406,50.859,147.619,76.462,4646.829,10.584,162.363,0.0,1.584,1.669,28.115,0.273,8.461,6.484,30.381,1930.203,337.842,1515.852,1182.704,62.325,121.334,76.873,4643.721,14.401,156.29,3.256,1.121,0.119,24.078,3.764,0.195,6.014,30.836,1926.559,306.778,1527.187,1191.371,71.176,95.117,77.36,4646.638,19.061,149.28
5029,0.0,3.401,14.244,30.575,0.003,19.252,6.705,24.584,1934.442,381.999,1505.685,1180.629,52.002,135.24,76.523,4645.705,11.252,161.458,0.0,1.503,1.48,25.602,0.275,7.913,6.417,30.245,1931.165,332.729,1521.632,1189.925,63.478,108.789,76.933,4648.237,15.308,155.059,3.316,1.109,0.107,21.572,3.752,0.171,5.953,30.695,1927.761,303.415,1533.17,1198.524,71.952,82.912,77.42,4651.7,20.1,147.865
5030,0.0,2.178,8.431,26.383,0.003,20.152,6.591,24.558,1932.662,358.793,1509.06,1186.509,51.365,125.712,76.556,4627.692,10.67,162.183,0.0,1.329,1.058,23.238,0.272,7.513,6.302,30.449,1930.85,317.214,1525.863,1196.536,64.294,95.524,76.978,4640.595,15.815,154.309,3.553,1.076,0.072,18.949,4.314,0.115,5.762,30.759,1927.444,288.253,1539.604,1206.162,72.639,66.835,77.539,4644.748,21.625,145.651
5031,0.001,1.554,3.77,24.25,0.004,17.52,6.43,24.651,1928.123,314.743,1513.045,1192.839,54.676,103.635,76.632,4597.632,11.65,160.783,0.0,1.165,0.679,19.801,0.391,5.901,6.137,30.788,1928.724,289.719,1530.195,1203.512,66.603,75.904,77.062,4623.686,17.119,152.373,3.677,1.032,0.054,15.616,4.575,0.101,5.576,31.063,1926.078,266.34,1543.722,1212.49,73.254,50.53,77.618,4628.413,22.704,144.02
5032,0.0,1.865,5.411,22.652,0.002,18.99,6.298,24.777,1927.875,299.595,1512.941,1196.551,53.376,93.179,76.636,4578.988,11.047,161.513,0.0,1.171,0.841,17.944,0.251,5.805,5.967,31.42,1926.935,263.074,1531.815,1207.9,67.386,60.091,77.079,4600.185,18.456,150.398,4.104,1.004,0.041,12.483,5.457,0.071,5.268,31.462,1923.27,235.024,1548.743,1218.09,74.285,30.014,77.762,4602.185,25.517,139.864
5033,0.0,1.632,4.634,20.994,0.003,20.645,6.139,25.008,1926.379,279.559,1514.697,1199.891,52.042,82.607,76.725,4556.721,10.698,161.727,0.0,1.04,0.552,15.243,0.499,5.825,5.785,32.131,1925.544,241.939,1534.842,1211.824,67.645,45.953,77.188,4581.709,18.579,149.987,4.132,0.895,0.034,9.924,5.927,0.118,5.05,32.121,1921.677,213.006,1550.252,1220.068,74.718,18.406,77.866,4581.642,26.247,138.632
5034,0.0,1.466,4.523,21.127,0.002,23.349,6.016,25.256,1925.995,263.868,1512.052,1199.747,49.139,80.705,76.735,4532.281,8.646,164.416,0.0,1.057,0.746,13.972,0.238,6.249,5.645,33.114,1924.472,222.147,1534.114,1212.13,67.538,37.999,77.21,4560.435,18.44,149.976,4.676,0.828,0.022,7.01,7.195,0.12,4.724,32.776,1919.266,188.041,1553.557,1219.605,75.508,7.618,78.085,4558.817,28.199,135.553
5035,0.0,1.791,6.303,21.192,0.002,25.996,5.87,25.573,1926.481,253.723,1511.351,1197.425,46.706,80.702,76.851,4514.31,8.516,164.296,0.0,0.924,0.448,12.369,0.669,6.378,5.459,34.057,1923.38,204.008,1535.13,1210.171,67.535,33.179,77.36,4542.237,18.072,150.184,4.666,0.75,0.021,5.334,7.85,0.243,4.509,33.649,1917.857,169.971,1552.537,1214.719,75.679,6.808,78.211,4538.83,28.07,135.441
5036,0.0,1.284,3.96,22.407,0.001,29.887,5.865,25.902,1926.382,240.355,1506.521,1193.147,42.471,88.24,76.86,4487.632,6.117,167.464,0.0,0.973,0.71,11.957,0.212,6.976,5.384,35.315,1923.233,190.855,1532.306,1206.568,67.026,32.734,77.372,4524.644,17.308,151.015,5.22,0.697,0.014,3.249,9.058,0.248,4.221,34.503,1915.879,150.761,1553.43,1209.945,76.3,3.239,78.415,4518.499,29.533,132.984
5037,0.0,1.615,5.755,23.12,0.002,30.678,5.811,26.289,1925.44,225.709,1504.219,1187.947,42.255,87.251,76.941,4467.464,7.05,166.023,0.0,0.822,0.365,11.298,0.793,7.201,5.251,36.026,1921.795,174.641,1530.527,1201.473,66.902,32.368,77.476,4504.571,16.84,151.36,5.057,0.658,0.016,2.905,8.993,0.352,4.145,35.455,1914.918,138.51,1549.07,1203.794,76.202,5.368,78.379,4500.181,28.498,134.138
5038,0.0,1.927,8.506,26.65,0.002,27.855,5.756,26.835,1925.388,222.752,1506.937,1185.194,46.087,77.992,77.107,4471.566,8.283,164.209,0.0,0.831,0.41,12.338,0.887,6.67,5.232,36.063,1920.716,167.449,1529.198,1197.64,68.021,29.365,77.594,4495.267,17.347,150.482,4.812,0.657,0.021,4.482,7.422,0.326,4.321,36.12,1915.29,136.707,1541.96,1200.812,76.026,6.515,78.301,4491.011,26.059,137.515
5039,0.0,1.787,7.68,29.528,0.002,29.217,5.728,27.148,1926.698,226.158,1503.533,1181.859,44.967,80.878,77.165,4467.545,7.285,165.545,0.0,0.857,0.475,14.732,0.533,7.053,5.228,36.478,1921.185,166.604,1525.313,1194.125,67.965,29.474,77.645,4488.492,16.556,151.509,4.914,0.643,0.018,5.679,7.555,0.316,4.259,36.441,1914.966,132.792,1538.481,1197.327,76.456,5.132,78.452,4482.209,25.842,137.682
5040,0.0,2.373,11.072,29.501,0.002,30.153,5.638,27.384,1928.225,230.554,1500.155,1178.132,44.632,82.012,77.296,4465.239,7.448,165.315,0.0,0.868,0.483,15.693,0.777,7.643,5.152,36.765,1921.582,166.175,1521.849,1190.254,67.679,30.554,77.79,4481.855,15.979,152.218,4.751,0.639,0.022,7.036,7.66,0.416,4.206,36.829,1915.266,131.922,1534.063,1193.314,76.589,6.141,78.588,4475.618,24.927,138.865
5041,0.0,2.763,15.723,31.713,0.002,29.636,5.607,27.585,1930.508,242.382,1498.938,1175.74,46.032,80.102,77.489,4476.07,7.813,164.895,0.0,0.953,0.634,17.303,0.767,8.331,5.127,36.737,1922.902,172.865,1519.516,1187.208,67.446,32.324,77.967,4483.815,15.247,153.276,4.532,0.668,0.031,9.203,6.943,0.453,4.282,37.011,1916.866,138.56,1529.77,1191.007,76.679,7.93,78.677,4478.103,23.102,141.493
5042,0.0,2.333,15.832,33.608,0.001,35.604,5.704,27.686,1934.858,257.809,1492.898,1172.384,40.145,95.514,77.546,4473.676,5.543,168.11,0.0,0.982,0.762,19.045,0.314,9.645,5.148,37.412,1925.179,179.027,1515.514,1184.506,66.284,36.334,78.038,4483.49,13.658,155.528,4.828,0.66,0.021,9.313,8.08,0.313,4.083,37.276,1917.226,137.175,1529.448,1188.871,77.511,5.406,78.98,4476.11,23.93,140.206
5043,0.0,2.842,17.996,34.831,0.002,39.933,5.785,27.856,1938.12,266.612,1488.132,1168.573,36.317,105.346,77.696,4468.719,5.247,168.45,0.0,0.967,0.635,19.207,0.659,11.056,5.102,38.223,1926.968,180.789,1512.887,1181.648,65.053,40.545,78.231,4480.227,12.656,156.814,4.665,0.653,0.024,9.166,9.033,0.502,3.93,37.916,1918.132,136.163,1527.132,1185.548,77.63,7.13,79.219,4472.614,23.49,140.671
5044,0.0,4.247,23.782,34.184,0.002,33.787,5.839,28.185,1938.625,267.701,1491.034,1168.486,43.342,91.047,78.023,4486.268,6.751,166.363,0.0,1.124,0.891,20.356,0.845,10.89,5.179,38.09,1929.095,190.27,1513.486,1180.479,65.848,41.107,78.521,4491.568,12.726,156.727,4.218,0.717,0.046,12.129,7.252,0.607,4.257,38.402,1922.188,151.556,1523.333,1185.524,77.373,12.19,79.231,4487.412,20.371,145.224
5045,0.0,4.28,24.4,34.998,0.002,30.473,5.952,28.304,1939.992,273.791,1493.0,1169.808,47.512,84.579,78.22,4504.588,7.172,165.943,0.0,1.211,1.135,22.035,0.483,10.722,5.333,37.587,1931.702,201.592,1513.531,1180.579,66.685,41.803,78.684,4505.721,12.442,157.319,4.122,0.764,0.054,14.493,6.105,0.46,4.52,38.163,1925.652,165.241,1523.361,1186.62,77.952,13.429,79.348,4504.688,19.23,147.05
5046,0.0,5.443,28.929,36.893,0.003,28.615,6.147,28.167,1944.222,297.209,1495.141,1171.224,50.363,80.635,78.403,4535.403,7.716,165.269,0.0,1.387,1.543,24.296,0.427,11.109,5.497,36.916,1934.952,217.175,1514.76,1181.174,67.11,43.231,78.857,4524.116,12.31,157.694,3.912,0.819,0.078,17.064,5.436,0.623,4.754,37.61,1929.076,179.557,1524.047,1187.322,78.397,15.737,79.468,4522.772,18.37,148.507
5047,0.0,8.486,36.657,37.207,0.004,23.346,6.279,27.708,1950.233,331.855,1501.297,1173.834,56.555,71.484,78.589,4588.113,9.363,163.272,0.0,1.935,3.253,27.085,0.283,11.502,5.763,35.404,1940.672,250.595,1518.832,1182.134,67.622,47.322,79.012,4562.631,12.223,158.165,3.425,0.992,0.183,21.343,3.957,1.299,5.223,36.357,1935.343,213.395,1526.565,1188.133,78.246,23.521,79.484,4561.309,16.348,151.797
5048,0.001,6.205,32.739,37.0,0.004,21.812,6.422,26.862,1954.762,361.512,1507.732,1175.989,59.105,73.858,78.658,4631.549,9.663,163.316,0.0,1.836,3.402,29.163,0.208,11.475,6.01,33.583,1946.94,286.942,1523.729,1183.732,68.493,53.546,79.069,4607.656,11.972,159.037,3.262,1.065,0.192,24.213,3.443,1.021,5.558,34.517,1942.158,250.955,1532.637,1190.261,79.274,29.685,79.53,4609.815,15.74,153.189
5049,0.0,4.033,18.422,36.154,0.003,21.275,6.554,26.122,1954.232,358.412,1512.676,1178.36,60.302,76.767,78.714,4641.264,9.721,163.451,0.0,1.54,1.739,29.501,0.279,9.763,6.156,32.463,1949.934,301.77,1528.461,1186.64,71.268,52.539,79.132,4636.379,12.671,158.403,3.357,1.025,0.111,24.826,3.694,0.458,5.681,33.216,1946.13,270.315,1538.521,1193.416,81.016,29.161,79.621,4640.791,16.792,152.084
5050,0.001,5.742,20.957,36.635,0.003,22.068,6.572,25.668,1957.953,372.906,1516.409,1180.715,60.177,77.291,78.784,4660.425,9.793,163.425,0.0,1.593,1.718,29.327,0.283,9.22,6.19,32.058,1951.782,305.501,1533.182,1189.515,72.712,48.942,79.213,4649.715,13.705,157.104,3.497,1.019,0.097,24.286,4.172,0.333,5.659,32.572,1947.534,271.616,1544.21,1196.477,82.25,24.008,79.751,4651.15,18.559,149.762
5051,0.0,3.562,17.049,32.777,0.003,21.745,6.557,25.449,1957.332,362.354,1522.055,1183.223,60.783,75.436,78.902,4660.281,10.04,163.122,0.0,1.473,1.431,28.063,0.35,9.189,6.197,31.792,1953.749,309.039,1539.148,1192.065,73.298,47.333,79.333,4662.553,13.896,156.924,3.429,1.014,0.092,23.785,4.164,0.423,5.685,32.302,1949.992,277.743,1549.888,1198.609,82.801,23.448,79.853,4666.194,18.75,149.612
5052,0.0,3.323,12.52,30.078,0.003,20.033,6.67,25.262,1956.086,351.365,1527.075,1185.264,62.9,69.706,78.999,4660.73,10.736,162.214,0.0,1.362,1.099,25.471,0.379,7.746,6.233,31.453,1953.435,301.186,1543.66,1194.22,75.357,41.693,79.427,4665.456,14.919,155.574,3.556,0.993,0.072,21.542,4.214,0.303,5.691,31.927,1950.303,272.891,1554.716,1200.427,83.55,19.813,79.953,4668.856,19.581,148.537
5053,0.0,2.368,8.118,28.872,0.003,19.864,6.641,25.135,1954.457,337.606,1530.504,1186.11,63.545,65.807,79.087,4652.865,10.849,162.103,0.0,1.227,0.811,23.752,0.421,7.135,6.243,31.411,1952.928,291.846,1547.57,1195.346,76.558,36.485,79.524,4663.163,15.718,154.495,3.722,0.957,0.053,19.359,4.596,0.269,5.657,31.775,1949.822,263.427,1559.529,1201.219,84.273,15.073,80.091,4665.563,20.85,146.775
5054,0.0,2.219,6.388,25.627,0.004,17.019,6.473,25.077,1951.184,314.697,1534.789,1186.151,66.822,55.239,79.215,4640.889,12.371,159.989,0.0,1.138,0.638,21.494,0.57,5.798,6.15,31.272,1950.961,276.043,1551.44,1195.224,78.594,29.043,79.651,4654.878,17.161,152.497,3.789,0.927,0.047,17.622,4.584,0.303,5.613,31.672,1948.569,251.639,1562.417,1199.986,84.873,11.681,80.186,4656.966,21.7,145.63
5055,0.0,1.596,4.347,24.128,0.003,18.377,6.353,25.047,1948.2,289.163,1534.314,1183.326,65.686,55.719,79.264,4613.493,11.328,161.331,0.0,1.08,0.618,19.371,0.385,5.598,6.031,31.751,1948.967,256.142,1553.037,1192.908,79.327,25.243,79.718,4637.524,18.123,151.101,4.247,0.872,0.029,14.49,5.713,0.253,5.338,31.782,1945.889,229.244,1567.458,1197.126,85.811,6.185,80.427,4638.921,24.233,141.949
5056,0.0,1.671,4.286,22.398,0.004,17.15,6.242,25.199,1944.606,261.992,1536.904,1179.281,67.313,50.203,79.454,4590.54,12.357,159.615,0.0,0.933,0.389,17.04,0.891,4.911,5.85,32.117,1945.821,230.633,1556.012,1188.921,80.542,21.191,79.926,4616.235,19.0,149.655,4.201,0.815,0.027,12.41,6.01,0.406,5.172,32.269,1943.411,207.988,1568.378,1191.872,86.112,5.944,80.573,4617.868,24.64,141.23
5057,0.001,1.669,4.831,20.435,0.003,17.942,6.221,25.359,1943.739,253.672,1536.792,1174.224,66.454,51.989,79.571,4577.398,11.948,160.025,0.0,0.929,0.438,15.178,0.623,4.532,5.784,32.695,1943.627,213.499,1556.676,1184.042,81.359,19.085,80.041,4598.849,20.003,148.078,4.522,0.768,0.021,10.103,6.509,0.381,4.995,32.609,1940.401,187.367,1569.793,1186.223,86.756,3.87,80.775,4596.544,26.11,138.951
5058,0.0,1.928,6.415,17.984,0.003,19.963,6.067,25.58,1944.592,255.643,1536.454,1168.229,64.42,57.05,79.732,4570.527,11.368,160.702,0.0,0.896,0.406,12.807,0.88,5.063,5.657,33.205,1942.414,203.071,1556.916,1178.213,80.89,20.633,80.217,4584.57,19.73,148.259,4.517,0.736,0.023,7.877,6.811,0.482,4.863,33.178,1938.524,173.714,1569.38,1180.099,86.891,4.472,80.939,4579.631,26.383,138.352
