t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
4942,323.593,39.681,6.412,5.072,105.984,2.963,0.318,5.072,0.686,0.019,2.963,7.644,0.318,4.258,35.239,1904.945,145.989,1543.021,1192.57,78.945,4.943,78.74,4493.242,26.827,137.358
4943,445.69,45.312,8.227,4.911,116.748,3.451,0.403,4.911,0.665,0.022,3.451,7.64,0.403,4.218,35.849,1903.17,139.287,1538.902,1188.512,78.874,6.33,78.749,4480.456,25.645,138.861
4944,473.816,45.171,8.293,5.154,120.59,3.242,0.331,5.154,0.645,0.017,3.242,8.43,0.331,4.068,36.429,1901.235,132.316,1536.594,1185.242,79.379,4.66,78.892,4469.135,26.017,138.108
4945,395.883,53.521,7.085,4.778,108.003,4.377,0.501,4.778,0.643,0.023,4.377,8.166,0.501,4.105,37.096,1900.634,132.446,1531.239,1181.908,79.16,7.76,78.903,4462.776,24.139,140.638
4946,504.312,56.825,8.301,4.667,127.842,6.452,0.368,4.667,0.662,0.026,6.452,7.598,0.368,4.223,37.524,1900.143,136.341,1527.021,1181.129,79.407,8.196,78.988,4462.539,22.717,142.633
4947,548.748,49.372,8.564,4.273,128.824,9.9,0.597,4.273,0.712,0.051,9.9,6.567,0.597,4.429,37.659,1900.612,147.617,1523.511,1180.325,79.272,11.712,79.055,4470.194,20.668,145.676
4948,551.101,48.178,8.145,4.104,129.845,12.79,0.541,4.104,0.773,0.067,12.79,5.843,0.541,4.604,37.412,1901.834,164.474,1523.717,1181.181,79.685,14.128,79.184,4488.418,19.282,147.872
4949,551.884,56.608,7.766,3.649,122.577,16.535,1.053,3.649,0.9,0.135,16.535,4.61,1.053,4.934,36.716,1904.315,191.736,1524.843,1182.134,79.452,20.894,79.231,4517.241,17.1,151.349
4950,547.993,62.934,7.226,3.53,122.625,20.87,0.743,3.53,0.976,0.152,20.87,4.257,0.743,5.176,35.588,1906.773,220.735,1529.959,1184.734,80.382,25.207,79.343,4554.144,16.562,152.562
4951,554.473,49.437,7.956,3.383,123.302,24.613,0.792,3.383,1.029,0.164,24.613,4.238,0.792,5.303,34.817,1909.051,243.833,1535.828,1187.915,80.976,29.284,79.466,4586.241,16.34,153.227
4952,521.039,36.465,6.638,3.492,116.91,24.928,0.426,3.492,1.008,0.114,24.928,4.759,0.426,5.326,34.385,1910.693,258.639,1543.351,1192.348,82.189,28.964,79.655,4613.134,17.047,152.421
4953,444.331,41.362,5.547,3.442,106.831,23.363,0.463,3.442,1.006,0.101,23.363,4.936,0.463,5.368,34.346,1911.81,267.372,1549.591,1196.32,82.736,28.789,79.809,4631.522,17.291,152.184
4954,343.496,29.196,5.52,3.308,101.136,22.511,0.507,3.308,1.035,0.112,22.511,4.153,0.507,5.562,33.923,1912.201,279.95,1554.599,1199.407,83.127,30.428,79.861,4651.142,17.083,152.708
4955,234.71,29.887,4.754,3.501,91.857,19.953,0.268,3.501,1.005,0.073,19.953,4.214,0.268,5.659,33.195,1910.149,279.186,1560.401,1202.83,84.163,25.763,79.968,4657.493,18.514,150.796
4956,253.92,28.843,3.839,3.558,94.4,17.787,0.274,3.558,0.981,0.067,17.787,4.19,0.274,5.679,32.662,1907.004,268.702,1564.11,1204.624,84.846,20.399,80.041,4650.755,19.826,148.96
4957,254.751,26.209,5.385,3.801,90.34,15.497,0.241,3.801,0.948,0.053,15.497,4.597,0.241,5.604,32.29,1903.407,255.761,1568.686,1205.286,85.573,14.326,80.172,4641.127,21.635,146.39
4958,261.006,19.429,4.363,3.862,95.509,13.187,0.322,3.862,0.909,0.048,13.187,4.892,0.322,5.558,32.279,1900.167,242.851,1572.032,1204.186,85.972,11.67,80.298,4630.554,22.206,145.528
4959,324.284,31.623,3.662,4.108,99.36,10.398,0.3,4.108,0.877,0.039,10.398,5.478,0.3,5.415,32.427,1896.949,229.16,1575.958,1202.318,86.469,8.656,80.473,4619.124,23.176,144.004
4960,248.273,18.32,3.895,4.151,93.002,8.752,0.362,4.151,0.844,0.034,8.752,5.866,0.362,5.262,32.837,1894.434,217.734,1578.535,1199.533,86.552,8.277,80.624,4608.473,23.31,143.685
4961,141.606,33.673,3.93,4.312,87.244,7.103,0.317,4.312,0.813,0.027,7.103,5.989,0.317,5.142,33.185,1891.715,204.262,1580.038,1196.518,86.796,6.96,80.746,4594.77,23.656,143.034
4962,251.564,33.284,4.171,4.496,96.721,6.413,0.356,4.496,0.769,0.024,6.413,6.284,0.356,4.982,33.501,1888.857,185.643,1580.466,1191.853,87.208,5.202,80.873,4574.581,24.817,141.214
4963,209.589,22.668,5.997,4.805,91.163,5.15,0.4,4.805,0.716,0.018,5.15,7.448,0.4,4.714,33.998,1885.771,166.343,1581.477,1186.112,87.756,3.608,81.098,4553.55,26.558,138.474
4964,226.215,38.194,7.158,5.147,93.816,3.052,0.497,5.147,0.661,0.014,3.052,9.062,0.497,4.374,34.767,1882.733,145.974,1581.61,1179.252,88.23,2.828,81.318,4530.163,28.16,135.832
4965,292.495,38.375,5.762,5.064,96.663,2.903,0.487,5.064,0.631,0.015,2.903,8.73,0.487,4.307,35.699,1880.751,134.238,1576.481,1173.557,88.308,4.156,81.27,4511.206,27.354,136.707
4966,404.129,39.089,7.629,5.05,107.904,3.356,0.416,5.05,0.616,0.016,3.356,8.215,0.416,4.278,36.389,1878.817,127.861,1570.765,1169.329,88.526,4.328,81.277,4496.911,26.683,137.45
4967,388.269,40.144,7.833,4.903,106.957,3.988,0.458,4.903,0.615,0.019,3.988,7.871,0.458,4.239,36.905,1877.43,126.849,1565.209,1165.49,88.583,5.443,81.321,4487.831,25.612,138.803
4968,478.725,47.427,8.609,5.048,126.288,3.798,0.393,5.048,0.608,0.017,3.798,8.417,0.393,4.101,37.366,1875.886,124.105,1561.454,1162.128,89.021,4.653,81.47,4479.061,25.61,138.583
4969,474.805,54.78,7.846,0.204,118.665,8.781,1.344,0.204,0.64,0.091,8.781,2.594,1.344,4.785,39.854,1875.753,136.059,1549.871,1157.946,87.8,11.579,80.693,4474.452,22.515,142.878
4970,483.555,51.732,8.631,0.139,117.591,15.249,5.146,0.139,0.928,0.417,15.249,0.158,5.146,5.303,39.114,1876.14,156.627,1532.679,1153.266,82.745,29.853,79.976,4467.393,15.515,152.794
4971,533.989,56.843,8.037,0.122,120.301,21.1,11.271,0.122,1.04,0.543,21.1,0.108,11.271,5.607,37.076,1876.34,175.177,1513.879,1147.634,75.054,54.475,79.287,4451.67,8.425,162.778
4972,633.237,61.124,8.618,0.109,131.603,27.213,19.953,0.109,1.186,0.758,27.213,0.082,19.953,5.875,35.122,1877.648,198.489,1495.746,1141.657,65.111,84.3,78.584,4435.126,4.842,167.904
4973,538.993,58.251,7.981,0.092,122.274,34.471,31.535,0.092,1.437,1.271,34.471,0.055,31.535,6.12,32.724,1881.022,238.031,1478.341,1134.175,51.097,123.263,77.819,4423.373,3.13,170.651
4974,587.411,45.493,7.432,0.082,138.231,40.373,41.025,0.082,1.644,1.778,40.373,0.042,41.025,6.255,30.438,1884.157,279.401,1462.999,1126.029,36.741,162.801,77.015,4412.875,2.419,171.995
4975,579.423,40.047,7.419,2.854,125.386,36.209,21.669,2.854,1.294,0.379,36.209,3.464,21.669,6.127,29.642,1887.636,295.679,1475.92,1137.33,49.847,151.792,77.375,4485.415,3.534,170.75
4976,553.089,42.193,7.335,2.842,115.328,32.523,8.847,2.842,1.281,0.324,32.523,3.779,8.847,6.156,30.126,1891.35,316.454,1487.535,1145.705,59.297,146.423,77.502,4548.581,5.895,167.783
4977,450.312,48.182,7.297,2.956,119.384,29.903,0.85,2.956,1.224,0.228,29.903,3.874,0.85,6.111,30.497,1894.275,333.635,1498.396,1154.213,67.31,140.124,77.625,4601.804,10.362,161.813
4978,443.946,37.857,7.499,2.974,108.365,28.864,0.454,2.974,1.247,0.219,28.864,3.581,0.454,6.091,30.623,1896.054,346.153,1507.425,1161.775,69.286,134.987,77.687,4629.576,14.18,156.756
4979,371.482,33.044,6.434,3.092,110.647,26.442,0.277,3.092,1.216,0.167,26.442,3.665,0.277,6.014,30.548,1896.876,353.679,1517.172,1169.804,70.981,126.985,77.774,4651.794,16.593,153.551
4980,242.238,23.19,4.974,3.306,93.936,22.763,0.159,3.306,1.162,0.101,22.763,4.277,0.159,5.83,30.738,1895.848,343.943,1526.487,1178.73,72.198,112.91,77.914,4654.894,18.656,150.63
4981,241.454,19.587,4.699,3.462,94.799,18.429,0.119,3.462,1.13,0.077,18.429,4.787,0.119,5.617,31.195,1893.29,321.794,1534.303,1187.443,72.987,95.648,78.043,4642.706,20.453,147.994
4982,219.496,29.854,3.627,3.558,96.863,14.557,0.109,3.558,1.096,0.069,14.557,4.861,0.109,5.478,31.679,1890.444,299.013,1540.292,1195.178,73.525,78.833,78.124,4626.901,21.758,146.027
4983,315.843,26.243,3.677,3.687,106.909,12.05,0.1,3.687,1.064,0.063,12.05,4.946,0.1,5.379,32.059,1887.622,276.672,1545.552,1202.34,73.919,61.93,78.199,4609.771,23.026,144.126
4984,154.291,21.408,4.423,3.76,88.496,10.136,0.105,3.76,1.016,0.053,10.136,4.938,0.105,5.286,32.375,1885.547,259.33,1549.44,1208.437,74.095,47.446,78.257,4595.776,23.53,143.273
4985,158.397,25.309,5.188,4.318,90.68,6.933,0.063,4.318,1.005,0.034,6.933,6.216,0.063,4.932,32.788,1882.449,229.433,1555.883,1214.6,74.845,26.898,78.428,4571.197,26.218,139.158
4986,253.505,20.001,5.009,4.308,97.143,5.105,0.124,4.308,0.875,0.031,5.105,6.603,0.124,4.732,33.487,1880.237,204.912,1556.552,1215.687,75.047,17.069,78.465,4547.1,26.605,138.355
4987,274.626,29.931,5.114,4.47,99.562,4.279,0.159,4.47,0.828,0.031,4.279,5.954,0.159,4.712,33.979,1878.243,189.662,1555.38,1214.901,75.194,11.714,78.438,4529.692,26.168,138.843
4988,275.507,35.633,5.054,4.851,97.96,3.146,0.199,4.851,0.771,0.024,3.146,6.585,0.199,4.527,34.339,1875.824,172.364,1556.314,1212.445,75.603,6.852,78.524,4511.431,26.991,137.435
4989,254.901,42.295,5.33,4.779,95.645,3.379,0.297,4.779,0.726,0.023,3.379,6.679,0.297,4.442,34.793,1874.11,160.169,1553.818,1208.215,75.563,7.062,78.518,4495.062,26.19,138.362
4990,193.562,37.675,8.062,5.044,91.459,3.447,0.274,5.044,0.687,0.018,3.447,7.359,0.274,4.27,35.215,1871.892,146.838,1552.049,1204.146,75.99,4.665,78.627,4477.721,26.722,137.365
4991,482.223,32.177,5.898,5.07,118.977,3.421,0.38,5.07,0.645,0.018,3.421,8.018,0.38,4.119,35.787,1869.84,134.344,1548.452,1198.46,76.291,4.601,78.71,4459.135,26.952,136.805
4992,420.924,50.02,7.186,5.033,118.097,3.638,0.386,5.033,0.634,0.019,3.638,8.042,0.386,4.072,36.414,1868.975,129.902,1543.719,1194.113,76.479,5.171,78.762,4448.096,26.301,137.575
4993,499.166,49.68,7.478,4.561,122.193,5.95,0.498,4.561,0.665,0.034,5.95,6.872,0.498,4.268,36.789,1869.97,137.233,1537.609,1191.65,76.108,8.712,78.74,4448.734,23.491,141.585
4994,478.309,50.633,6.594,4.306,115.018,9.313,0.471,4.306,0.723,0.049,9.313,5.91,0.471,4.492,36.636,1871.893,152.151,1534.853,1191.0,76.174,10.886,78.814,4460.888,21.359,144.722
4995,477.068,51.887,9.0,4.096,118.336,12.53,0.531,4.096,0.773,0.062,12.53,5.45,0.531,4.637,36.275,1874.021,167.18,1534.206,1190.815,76.358,13.113,78.93,4475.804,19.965,146.877
4996,513.269,48.883,7.727,4.134,126.44,14.464,0.414,4.134,0.788,0.054,14.464,5.784,0.414,4.656,36.009,1875.65,176.029,1535.625,1191.417,77.139,12.662,79.126,4488.115,19.807,147.239
4997,607.618,64.964,8.261,3.879,127.882,16.752,0.674,3.879,0.843,0.086,16.752,5.508,0.674,4.792,35.928,1878.38,188.638,1536.654,1191.791,77.326,15.744,79.257,4504.083,18.707,148.97
4998,569.326,48.079,7.913,3.742,122.216,20.021,0.623,3.742,0.898,0.101,20.021,5.206,0.623,4.946,35.709,1882.468,207.811,1540.652,1193.633,77.891,19.067,79.409,4531.332,17.815,150.456
4999,634.006,48.375,7.967,3.48,133.668,22.169,0.882,3.48,0.987,0.147,22.169,4.668,0.882,5.167,35.363,1887.414,231.427,1545.121,1195.792,78.136,24.207,79.518,4563.46,16.687,152.351
5000,430.742,38.755,7.067,3.297,111.241,23.507,0.877,3.297,1.047,0.16,23.507,4.061,0.877,5.405,34.625,1893.305,260.904,1551.576,1198.648,78.777,30.072,79.599,4604.748,15.86,153.898
5001,416.088,40.638,6.666,3.244,111.95,23.44,0.617,3.244,1.066,0.146,23.44,3.699,0.617,5.58,33.599,1896.822,278.861,1557.33,1201.75,79.963,31.884,79.658,4633.966,16.268,153.659
5002,393.129,39.585,5.844,3.34,104.614,22.851,0.401,3.34,1.054,0.118,22.851,3.884,0.401,5.641,32.765,1898.945,287.124,1563.985,1205.258,81.224,29.921,79.759,4653.592,17.543,152.09
5003,401.001,20.281,5.663,3.357,104.121,21.383,0.395,3.357,1.048,0.109,21.383,4.058,0.395,5.659,32.354,1900.565,290.224,1570.199,1208.445,81.982,27.821,79.863,4666.705,18.293,151.169
5004,378.967,20.959,5.972,3.436,102.859,17.494,0.342,3.436,1.032,0.09,17.494,4.232,0.342,5.681,32.12,1902.048,291.748,1576.619,1211.442,82.687,25.209,79.974,4678.051,18.884,150.386
5005,220.445,15.97,3.585,3.647,93.899,13.395,0.245,3.647,0.992,0.056,13.395,4.758,0.245,5.636,32.132,1902.4,284.125,1583.025,1214.132,83.446,19.832,80.121,4679.653,19.911,148.867
5006,238.108,28.117,4.524,3.692,95.796,10.506,0.28,3.692,0.963,0.054,10.506,4.527,0.28,5.616,32.139,1901.318,269.889,1586.279,1214.516,83.841,15.966,80.172,4670.084,20.577,147.847
5007,178.873,22.011,4.365,3.959,88.965,9.075,0.251,3.959,0.925,0.042,9.075,4.7,0.251,5.479,31.97,1899.305,252.149,1590.151,1213.485,84.582,10.832,80.264,4656.399,22.216,145.384
5008,162.38,18.878,3.89,4.116,88.556,7.601,0.313,4.116,0.872,0.036,7.601,4.992,0.313,5.305,32.004,1896.782,230.851,1592.562,1210.206,85.105,7.974,80.357,4637.144,23.39,143.545
5009,252.799,21.975,4.212,4.368,97.732,5.823,0.356,4.368,0.824,0.031,5.823,5.373,0.356,5.154,32.125,1894.05,209.292,1594.371,1205.548,85.617,5.866,80.461,4616.131,24.697,141.523
5010,219.886,34.531,5.57,4.79,95.544,3.672,0.384,4.79,0.768,0.022,3.672,6.664,0.384,4.879,32.584,1891.598,186.547,1597.3,1199.96,86.192,3.965,80.648,4594.693,26.427,138.759
5011,268.21,28.105,4.886,5.003,95.502,2.503,0.464,5.003,0.717,0.019,2.503,7.588,0.464,4.665,33.339,1889.548,165.654,1597.615,1193.655,86.456,3.968,80.722,4572.401,27.092,137.48
5012,334.971,27.023,5.002,4.933,107.512,2.635,0.441,4.933,0.688,0.02,2.635,7.225,0.441,4.626,34.138,1888.496,153.451,1593.844,1188.677,86.471,4.996,80.661,4555.33,26.221,138.486
5013,354.337,35.084,7.527,4.91,110.021,2.791,0.416,4.91,0.673,0.022,2.791,6.825,0.416,4.578,34.691,1887.988,146.7,1589.613,1184.665,86.523,5.526,80.633,4543.089,25.411,139.456
5014,462.695,54.704,5.599,4.87,122.534,3.183,0.434,4.87,0.662,0.024,3.183,6.824,0.434,4.514,35.102,1887.81,142.158,1585.716,1180.998,86.664,5.968,80.653,4533.581,24.739,140.228
5015,457.102,47.869,7.795,4.82,118.325,4.084,0.418,4.82,0.652,0.022,4.084,7.349,0.418,4.399,35.546,1888.074,139.498,1582.328,1177.897,86.859,6.193,80.76,4526.787,24.279,140.674
5016,451.011,60.584,8.172,4.557,115.757,5.99,0.482,4.557,0.661,0.027,5.99,7.34,0.482,4.38,36.042,1889.372,142.281,1577.931,1175.615,86.826,7.958,80.849,4525.345,22.88,142.547
5017,453.825,50.547,7.966,0.19,111.838,11.894,1.039,0.19,0.702,0.12,11.894,1.515,1.039,5.027,38.909,1890.287,151.933,1568.099,1172.382,86.451,12.4,80.09,4522.704,21.625,144.225
5018,521.688,46.762,7.34,0.134,118.098,17.59,5.732,0.134,0.959,0.44,17.59,0.139,5.732,5.373,38.099,1891.636,165.506,1549.968,1166.728,80.602,32.001,79.414,4507.353,15.177,153.274
5019,576.426,50.421,8.119,0.118,132.285,22.842,12.076,0.118,1.067,0.562,22.842,0.1,12.076,5.676,36.19,1893.776,184.425,1530.532,1160.801,72.556,57.58,78.724,4492.078,7.908,163.565
5020,556.966,48.07,8.009,0.102,128.258,28.431,22.255,0.102,1.262,0.889,28.431,0.07,22.255,5.948,33.991,1898.043,214.06,1511.357,1153.846,60.886,91.168,77.996,4477.443,4.423,168.701
5021,489.403,58.62,9.462,0.092,123.308,33.972,32.498,0.092,1.44,1.205,33.972,0.054,32.498,6.145,31.64,1903.069,250.095,1494.044,1146.144,47.698,128.33,77.218,4465.608,3.018,170.986
5022,512.281,45.707,7.287,0.083,124.239,39.389,40.654,0.083,1.626,1.702,39.389,0.042,40.654,6.321,29.58,1907.546,283.047,1477.845,1138.008,34.632,164.862,76.424,4451.309,2.437,172.099
5023,460.015,48.675,7.427,2.92,117.465,35.699,19.803,2.92,1.197,0.281,35.699,3.497,19.803,6.199,28.917,1911.859,289.433,1489.497,1149.524,49.317,150.364,76.785,4518.966,3.713,170.545
5024,581.172,41.477,7.411,3.051,122.112,32.438,3.401,3.051,1.09,0.165,32.438,4.599,3.401,6.15,29.69,1914.864,289.326,1499.221,1159.861,63.449,134.246,77.018,4573.999,7.4,165.478
5025,488.243,43.728,6.956,3.136,111.904,29.812,0.44,3.136,1.129,0.168,29.812,4.538,0.44,6.067,30.592,1919.208,297.968,1507.01,1168.393,67.354,125.68,77.15,4603.938,12.689,158.109
5026,333.392,34.784,5.419,3.152,98.83,27.916,0.3,3.152,1.136,0.147,27.916,3.976,0.3,6.078,30.96,1923.457,309.981,1514.358,1176.074,68.826,118.821,77.22,4629.345,15.393,154.385
5027,344.207,43.01,6.57,3.25,98.916,25.55,0.202,3.25,1.124,0.121,25.55,3.861,0.202,6.046,30.924,1925.195,308.962,1521.096,1183.943,70.116,107.206,77.298,4639.396,17.629,151.249
5028,348.999,29.181,5.278,3.256,105.282,24.078,0.195,3.256,1.121,0.119,24.078,3.764,0.195,6.014,30.836,1926.559,306.778,1527.187,1191.371,71.176,95.117,77.36,4646.638,19.061,149.28
5029,292.138,36.372,4.263,3.316,101.412,21.572,0.171,3.316,1.109,0.107,21.572,3.752,0.171,5.953,30.695,1927.761,303.415,1533.17,1198.524,71.952,82.912,77.42,4651.7,20.1,147.865
5030,228.595,19.163,5.481,3.553,98.388,18.949,0.115,3.553,1.076,0.072,18.949,4.314,0.115,5.762,30.759,1927.444,288.253,1539.604,1206.162,72.639,66.835,77.539,4644.748,21.625,145.651
5031,86.217,30.329,5.525,3.677,89.237,15.616,0.101,3.677,1.032,0.054,15.616,4.575,0.101,5.576,31.063,1926.078,266.34,1543.722,1212.49,73.254,50.53,77.618,4628.413,22.704,144.02
5032,280.957,19.715,5.193,4.104,95.643,12.483,0.071,4.104,1.004,0.041,12.483,5.457,0.071,5.268,31.462,1923.27,235.024,1548.743,1218.09,74.285,30.014,77.762,4602.185,25.517,139.864
5033,165.051,26.167,6.272,4.132,89.853,9.924,0.118,4.132,0.895,0.034,9.924,5.927,0.118,5.05,32.121,1921.677,213.006,1550.252,1220.068,74.718,18.406,77.866,4581.642,26.247,138.632
5034,282.223,27.283,5.408,4.676,96.4,7.01,0.12,4.676,0.828,0.022,7.01,7.195,0.12,4.724,32.776,1919.266,188.041,1553.557,1219.605,75.508,7.618,78.085,4558.817,28.199,135.553
5035,298.041,30.385,5.809,4.666,98.305,5.334,0.243,4.666,0.75,0.021,5.334,7.85,0.243,4.509,33.649,1917.857,169.971,1552.537,1214.719,75.679,6.808,78.211,4538.83,28.07,135.441
5036,255.118,36.889,5.483,5.22,96.162,3.249,0.248,5.22,0.697,0.014,3.249,9.058,0.248,4.221,34.503,1915.879,150.761,1553.43,1209.945,76.3,3.239,78.415,4518.499,29.533,132.984
5037,303.936,35.952,6.663,5.057,99.767,2.905,0.352,5.057,0.658,0.016,2.905,8.993,0.352,4.145,35.455,1914.918,138.51,1549.07,1203.794,76.202,5.368,78.379,4500.181,28.498,134.138
5038,365.164,55.353,7.983,4.812,110.478,4.482,0.326,4.812,0.657,0.021,4.482,7.422,0.326,4.321,36.12,1915.29,136.707,1541.96,1200.812,76.026,6.515,78.301,4491.011,26.059,137.515
5039,386.179,46.722,6.622,4.914,112.743,5.679,0.316,4.914,0.643,0.018,5.679,7.555,0.316,4.259,36.441,1914.966,132.792,1538.481,1197.327,76.456,5.132,78.452,4482.209,25.842,137.682
5040,437.87,44.737,8.169,4.751,115.382,7.036,0.416,4.751,0.639,0.022,7.036,7.66,0.416,4.206,36.829,1915.266,131.922,1534.063,1193.314,76.589,6.141,78.588,4475.618,24.927,138.865
5041,467.88,55.255,8.288,4.532,116.925,9.203,0.453,4.532,0.668,0.031,9.203,6.943,0.453,4.282,37.011,1916.866,138.56,1529.77,1191.007,76.679,7.93,78.677,4478.103,23.102,141.493
5042,603.591,48.61,8.105,4.828,138.491,9.313,0.313,4.828,0.66,0.021,9.313,8.08,0.313,4.083,37.276,1917.226,137.175,1529.448,1188.871,77.511,5.406,78.98,4476.11,23.93,140.206
5043,581.096,56.797,8.659,4.665,132.311,9.166,0.502,4.665,0.653,0.024,9.166,9.033,0.502,3.93,37.916,1918.132,136.163,1527.132,1185.548,77.63,7.13,79.219,4472.614,23.49,140.671
5044,483.084,46.284,8.046,4.218,121.001,12.129,0.607,4.218,0.717,0.046,12.129,7.252,0.607,4.257,38.402,1922.188,151.556,1523.333,1185.524,77.373,12.19,79.231,4487.412,20.371,145.224
5045,481.476,53.548,8.559,4.122,112.91,14.493,0.46,4.122,0.764,0.054,14.493,6.105,0.46,4.52,38.163,1925.652,165.241,1523.361,1186.62,77.952,13.429,79.348,4504.688,19.23,147.05
5046,550.952,52.799,8.47,3.912,113.77,17.064,0.623,3.912,0.819,0.078,17.064,5.436,0.623,4.754,37.61,1929.076,179.557,1524.047,1187.322,78.397,15.737,79.468,4522.772,18.37,148.507
5047,546.304,48.581,7.328,3.425,122.384,21.343,1.299,3.425,0.992,0.183,21.343,3.957,1.299,5.223,36.357,1935.343,213.395,1526.565,1188.133,78.246,23.521,79.484,4561.309,16.348,151.797
5048,467.673,44.95,8.169,3.262,113.132,24.213,1.021,3.262,1.065,0.192,24.213,3.443,1.021,5.558,34.517,1942.158,250.955,1532.637,1190.261,79.274,29.685,79.53,4609.815,15.74,153.189
5049,317.754,42.115,6.018,3.357,105.165,24.826,0.458,3.357,1.025,0.111,24.826,3.694,0.458,5.681,33.216,1946.13,270.315,1538.521,1193.416,81.016,29.161,79.621,4640.791,16.792,152.084
5050,476.643,45.165,6.347,3.497,110.152,24.286,0.333,3.497,1.019,0.097,24.286,4.172,0.333,5.659,32.572,1947.534,271.616,1544.21,1196.477,82.25,24.008,79.751,4651.15,18.559,149.762
5051,279.066,29.977,4.924,3.429,96.841,23.785,0.423,3.429,1.014,0.092,23.785,4.164,0.423,5.685,32.302,1949.992,277.743,1549.888,1198.609,82.801,23.448,79.853,4666.194,18.75,149.612
5052,311.765,33.795,4.923,3.556,97.575,21.542,0.303,3.556,0.993,0.072,21.542,4.214,0.303,5.691,31.927,1950.303,272.891,1554.716,1200.427,83.55,19.813,79.953,4668.856,19.581,148.537
5053,240.563,31.9,5.396,3.722,94.275,19.359,0.269,3.722,0.957,0.053,19.359,4.596,0.269,5.657,31.775,1949.822,263.427,1559.529,1201.219,84.273,15.073,80.091,4665.563,20.85,146.775
5054,206.327,25.288,3.861,3.789,94.159,17.622,0.303,3.789,0.927,0.047,17.622,4.584,0.303,5.613,31.672,1948.569,251.639,1562.417,1199.986,84.873,11.681,80.186,4656.966,21.7,145.63
5055,159.325,27.234,5.821,4.247,88.296,14.49,0.253,4.247,0.872,0.029,14.49,5.713,0.253,5.338,31.782,1945.889,229.244,1567.458,1197.126,85.811,6.185,80.427,4638.921,24.233,141.949
5056,159.611,25.029,3.849,4.201,87.814,12.41,0.406,4.201,0.815,0.027,12.41,6.01,0.406,5.172,32.269,1943.411,207.988,1568.378,1191.872,86.112,5.944,80.573,4617.868,24.64,141.23
5057,251.893,21.598,4.002,4.522,94.015,10.103,0.381,4.522,0.768,0.021,10.103,6.509,0.381,4.995,32.609,1940.401,187.367,1569.793,1186.223,86.756,3.87,80.775,4596.544,26.11,138.951
5058,321.787,18.044,4.121,4.517,102.382,7.877,0.482,4.517,0.736,0.023,7.877,6.811,0.482,4.863,33.178,1938.524,173.714,1569.38,1180.099,86.891,4.472,80.939,4579.631,26.383,138.352
5059,250.724,27.293,5.261,4.769,98.615,5.378,0.4,4.769,0.711,0.018,5.378,7.296,0.4,4.686,33.74,1937.035,163.199,1569.46,1174.839,87.234,3.81,81.119,4566.392,26.914,137.372
5060,295.31,35.772,5.397,5.049,99.593,3.261,0.452,5.049,0.674,0.016,3.261,8.238,0.452,4.428,34.487,1935.095,148.473,1569.169,1168.766,87.565,3.306,81.284,4548.41,27.85,135.769
5061,346.257,39.199,7.57,5.26,104.024,2.264,0.466,5.26,0.641,0.015,2.264,8.692,0.466,4.246,35.319,1933.301,135.188,1566.789,1162.851,87.81,3.407,81.32,4530.092,28.223,134.97
5062,400.956,39.989,7.704,5.113,114.116,2.63,0.461,5.113,0.624,0.017,2.63,8.255,0.461,4.217,36.113,1932.47,128.896,1561.367,1158.213,87.796,4.672,81.255,4516.63,27.107,136.362
5063,374.946,34.779,5.929,4.955,110.902,3.421,0.423,4.955,0.623,0.019,3.421,7.784,0.423,4.22,36.669,1932.296,127.857,1555.569,1155.052,87.815,5.64,81.258,4508.819,25.607,138.381
5064,490.824,52.701,8.093,4.414,127.38,5.788,0.575,4.414,0.665,0.039,5.788,6.366,0.575,4.414,36.711,1933.525,136.99,1548.788,1153.106,87.342,9.386,81.21,4510.784,22.552,142.807
5065,469.751,54.419,8.255,0.155,121.617,13.515,2.66,0.155,0.868,0.299,13.515,0.405,2.66,5.226,37.973,1935.424,162.491,1537.131,1149.262,85.001,20.25,80.373,4517.239,18.886,148.123
